,placa,loc_latitude,loc_longitude,count
1,ODT2896,4316,3639,1
2,ICN7385,2403,9277,1
3,HQX7704,1000,833,1
4,BUI6155,2822,0,1
5,LNB4997,3553,9819,1
6,OTR0038,6775,7722,1
7,OCS4387,5303,7658,1
8,AII1353,2322,8902,1
9,HPV1135,3894,8600,1
10,OJZ8521,9422,5310,2
11,NBQ8913,53,5909,1
12,PRE3670,4316,3639,1
13,LEC0328,8800,6081,1
14,NOO2352,6072,9488,1
15,IOH8859,3976,6305,1
16,OZH4294,1000,833,1
17,AII1111,6050,6869,1
18,OIZ1125,3976,6305,1
19,PVM6736,9711,2269,1
20,OAJ3549,2403,9277,1
21,OZK2632,5303,7658,1
22,OII2238,2486,1840,1
23,NVX4166,8053,4258,1
24,OMS3145,1000,1194,2
25,ABB0407,2486,1840,2
26,NFY4330,7134,4709,1
27,NDQ3564,802,2054,1
28,ORR4636,6775,7722,1
29,HHI8088,5466,1020,1
30,BGN6594,9694,2880,1
31,HDW5543,472,5552,1
32,NSB6955,4204,725,2
33,OMS3145,1024,3153,1
34,NTU8007,3861,7458,1
35,OAS4634,1638,6794,1
36,KDN3361,6775,7722,1
37,OJS6883,7723,5667,1
38,EHJ1115,5472,7792,1
39,OJZ5692,1382,4248,1
40,KDX1164,2434,2172,1
41,HPV1135,5256,7837,2
42,NOO7535,1804,8735,2
43,NED1104,8653,2233,1
44,OPC8678,8666,3860,1
45,ATO6544,2324,8727,1
46,MMM6991,8711,2753,1
47,IZQ4580,9994,982,1
48,HOU2084,3522,1867,1
49,AAB8325,2850,4686,1
50,IEM2897,2403,9277,1
51,OAG6713,3522,1867,1
52,OUM6024,4042,2203,1
53,PEA1885,9994,982,1
54,PSN6821,4162,7589,1
55,HGL5553,7134,4709,1
56,PIX6212,6050,6869,1
57,NUW5224,5328,2522,1
58,ORR2039,3444,967,1
59,APY3185,3416,1233,1
60,OOD4488,6364,7267,1
61,LHI9596,4082,6528,1
62,FFM1514,2557,2056,1
63,OAI4837,7210,1962,1
64,HDV9966,5472,7792,1
65,OII2238,3522,1867,2
66,OPR1796,2324,8727,1
67,HCX4767,8653,2233,1
68,ODR2343,2324,8727,1
69,OFL7137,1932,8329,1
70,OQF4653,2556,2528,1
71,OJS6883,6794,1377,1
72,HLY0077,1000,1194,1
73,HVU7057,4608,1990,1
74,ODC6789,2403,9277,1
75,OFH6464,388,3833,1
76,OLS2179,7432,5760,2
77,IYO9550,8711,2753,1
78,HVN1494,2967,3581,1
79,NTO9702,1932,8329,1
80,IKH6666,4738,6727,1
81,BGX5289,3964,8994,1
82,ISU9823,6782,800,1
83,JLO4720,472,5552,1
84,ORG3841,2422,8622,2
85,BIS9293,0,6194,1
86,BUD8010,4316,706,1
87,LFX8327,3976,6305,1
88,NID5468,4042,2203,1
89,OBI9038,7272,1070,1
90,NQD2505,5466,1020,1
91,OJI0776,3444,967,1
92,AHA9917,1382,4248,1
93,OPI0989,6967,855,1
94,OZH5283,5010,8083,1
95,PXM1009,2324,8727,1
96,PSW4113,5556,9333,1
97,NHD6532,2324,8727,1
98,JUJ6306,1708,1402,1
99,HZU1516,4880,550,1
100,OXT3045,2964,3758,1
101,HJX9706,7556,4971,1
102,ORG4674,9711,2269,1
103,NDU0818,5328,2522,2
104,PJM7246,2967,3581,1
105,HPI2854,3088,6052,1
106,OPC8863,6072,3056,1
107,OLS2179,8112,2056,2
108,OHT8325,2850,4686,1
109,NOQ5028,2556,2528,1
110,LJO8545,53,5909,1
111,IFS0533,2422,8622,1
112,ONQ8483,9654,4859,1
113,OMI3992,4400,5106,1
114,PDM4462,1382,4248,1
115,OTR3545,7272,1070,1
116,NDQ3475,2634,9246,1
117,AOO6950,1308,9661,2
118,HPX1013,1412,9134,1
119,HSV7524,7944,8369,1
120,HCA6240,3088,6052,1
121,BIS4273,1412,9134,1
122,OEC9029,5610,8083,1
123,OAZ3657,4361,2544,3
124,ODR5455,3964,8994,2
125,NXO9462,8444,528,1
126,BIR6188,2556,2528,1
127,OBT8420,1772,1190,1
128,OTY7130,5472,7792,1
129,PSN6821,7272,1070,1
130,OAT7973,2634,9246,1
131,OOR8769,9666,833,1
132,LAB4371,4608,1990,1
133,OZH9939,4400,5106,4
134,IZO0559,7272,1070,1
135,HIX4487,5500,4917,1
136,ONF4608,2833,1278,1
137,BCN8381,5303,7658,1
138,OUM0479,1000,833,1
139,OAG6713,4042,2203,1
140,ODM0614,132,5022,1
141,HKX7049,9422,5310,1
142,IYG7462,53,5909,1
143,NPN5820,7723,5667,1
144,MFZ8221,9222,5020,1
145,JWE8494,472,5552,1
146,POZ0646,6072,3056,1
147,ODC5614,6050,6869,1
148,BPI4552,8188,8761,1
149,ONY3671,1638,6794,1
150,OVQ0731,1772,1190,1
151,PGD8501,2434,2172,1
152,JLS8223,9666,833,1
153,NQO7323,6072,3056,2
154,JXI9598,3976,6305,2
155,OTR0495,3344,8755,1
156,PGQ0540,4075,3683,1
157,KZG3741,7723,5667,1
158,HIV1051,5256,7837,1
159,KIL9927,461,4253,1
160,HRX8745,3538,70,1
161,HOU1811,6364,7267,1
162,OIA7584,132,5022,1
163,PUM1659,7210,1962,1
164,HTV1769,1594,6300,1
165,HDY3592,8553,444,1
166,OGD2050,7088,5806,1
167,OQC0434,3500,6325,1
168,PXD4624,1010,9237,1
169,HVM7326,8412,89,1
170,HDU1747,5222,3444,1
171,ILV9049,4608,1990,1
172,BBI9484,1000,1194,1
173,BAN4860,4888,6233,2
174,PRE3670,2256,9146,1
175,HDX4810,4944,9278,1
176,ODI2493,2967,3581,2
177,OEF7690,7723,5667,1
178,HKY3622,6166,4305,1
179,HTY5025,6775,7722,1
180,AOO6950,1688,7419,1
181,OHM9673,1010,9237,1
182,NXX6523,764,6804,1
183,JIP8332,764,6804,1
184,EMZ3263,2434,2172,1
185,OWG9292,5303,7658,1
186,OOF5303,4501,5528,1
187,ODS3728,132,5022,1
188,KAH7196,1000,1194,1
189,BIS0113,7723,5667,1
190,FTF8690,3538,70,1
191,OOR6172,1708,1402,1
192,NZN1144,9654,4859,1
193,NTU4828,3861,7458,1
194,PJM5681,9422,5310,1
195,OBC9755,6364,7267,2
196,OAL6515,9388,472,1
197,HCM2182,3596,4244,1
198,OTM9064,1024,3153,1
199,BBN9601,8666,3860,1
200,IKV3413,1308,9661,1
201,NHU0970,3861,7458,1
202,OUM6024,3522,1867,1
203,OXI2667,9654,4859,2
204,ODC2404,1444,4721,1
205,BGG9918,5610,8083,2
206,NRQ4528,9612,8692,1
207,PNM7243,1638,6794,1
208,OSF4262,9654,4859,1
209,OAT9851,6842,4782,2
210,PJM6821,3894,8600,1
211,AII1111,224,9684,2
212,NDR1026,2374,6763,1
213,PDQ6200,5825,9794,1
214,BDN5788,1308,9661,1
215,HDR5608,2322,8902,1
216,HUY1412,2256,9146,2
217,NBD8981,6794,1377,2
218,MEC2895,5303,7658,1
219,OEC9029,5303,7658,1
220,OTF9140,461,4253,1
221,OTR3515,8444,528,1
222,HLY0077,1772,1190,1
223,HPM9566,2967,3581,1
224,IDD0626,224,9684,1
225,HDU1269,8310,2494,1
226,NDU0246,5000,4778,1
227,PPN9937,1000,833,1
228,MEY7085,2967,3581,1
229,OKG8301,9711,2269,1
230,OAZ3657,7361,6353,1
231,BIS1233,53,5909,1
232,OFC1497,9222,5020,1
233,OFS1169,2556,2528,1
234,NTM5207,53,5909,1
235,OFS5831,8188,8761,1
236,PSN6821,802,2054,1
237,BVX3163,4117,2929,1
238,PTN1651,9666,833,1
239,JWU4858,2256,9146,1
240,PNM7243,6364,7267,1
241,AEN9533,7262,8878,1
242,BIS5263,461,4253,1
243,INV2413,3522,1867,1
244,OMD4107,4400,5106,1
245,ASC6151,9422,5310,2
246,OHM9673,1000,1194,1
247,OGI3281,9430,4736,1
248,OWR8268,3596,4244,1
249,OMS3145,7833,7444,1
250,PEM2083,2324,8727,1
251,AAA1111,8800,6081,1
252,AYC7693,764,6804,1
253,NQO7323,1708,1402,1
254,NEV4495,224,9684,1
255,HDX7409,4162,7589,1
256,HNY9104,4111,0,1
257,HOW1193,7833,7444,1
258,IGC8846,3894,8600,1
259,ICS3707,1638,6794,1
260,PJI1719,5328,2522,1
261,OIC0253,4738,6727,1
262,HWV1639,2088,6750,1
263,OYH9401,6775,7722,2
264,MVD8293,7210,1962,1
265,OPC6879,2850,4686,1
266,OWR8268,7556,4971,3
267,OAL6515,1289,9660,2
268,OIF0917,2833,1278,1
269,PDQ6200,5466,1020,1
270,PDU0862,6288,81,1
271,NYU5593,7134,4709,1
272,LFC3383,5222,3444,1
273,OXM2188,2434,2172,1
274,HRM3354,5472,7792,1
275,NNU1918,2322,8902,1
276,OYR1018,1708,1402,1
277,HKK6892,2964,3758,1
278,PHM6869,8112,2056,1
279,LII0531,3444,967,1
280,OUB9574,5222,3444,2
281,ONR8269,224,9684,1
282,LXO6310,5472,7792,1
283,HMY0112,6775,7722,1
284,OAZ2611,53,5909,1
285,JYI8108,4400,5106,1
286,OTR4621,7088,5806,1
287,HOU1917,5000,4778,1
288,OVS5852,7723,5667,1
289,PUM1659,3522,1867,2
290,IDB0005,1010,9237,1
291,NDY1637,7428,4378,1
292,ODC1315,1638,6794,1
293,OIC9864,2612,6611,1
294,OLS2179,4316,706,4
295,OLS2179,9266,2925,5
296,EMZ3263,2422,8622,1
297,JES8533,9994,982,1
298,NLO4335,3538,70,1
299,POW0402,9222,5020,1
300,PRE3670,8053,4258,1
301,ETN7411,7723,5667,1
302,NKQ6580,2324,8727,1
303,OZH9939,8412,89,1
304,OAZ2230,461,4253,1
305,OVS5852,6794,1377,1
306,HYV0011,7428,4378,1
307,NDU9528,1772,1190,1
308,HFY0330,2967,3581,1
309,NYN1311,9994,982,1
310,HJV2751,2850,4686,1
311,HIW3950,5556,9333,1
312,OQC4053,7134,4709,1
313,HLV2856,5000,4778,1
314,BIS5493,4608,1990,1
315,ODC9620,7723,5667,1
316,HDU8824,7260,9133,2
317,HDW4067,9422,5310,1
318,HEU3324,2322,8902,1
319,AAA1111,1000,833,1
320,HUY1576,2838,5619,1
321,HOI3290,7428,4378,1
322,OQC1841,2556,2528,1
323,HIV6085,2256,9146,1
324,OPL4715,224,9684,1
325,AKQ3863,9711,2269,1
326,BAM2188,2833,1278,1
327,NVD8311,7134,4709,1
328,ICO3397,7723,5667,1
329,PAR1581,9222,5020,1
330,MVD8293,802,2054,3
331,ANL4115,9430,4736,1
332,EED9410,7833,7444,1
333,HDY8225,7556,4971,1
334,HNY5767,4880,550,1
335,OHI7665,388,3833,1
336,ORR2039,3344,8755,1
337,OVQ0731,5010,8083,1
338,ODC6817,7361,6353,1
339,NCR5834,4738,6727,1
340,OBI9038,1308,9661,1
341,HTI7565,5825,9794,1
342,HCW0178,9422,5310,1
343,NNQ0782,6972,6478,1
344,HKY3622,7428,4378,1
345,MMQ4154,3894,8600,1
346,OII9011,5556,9333,1
347,ITD1111,6364,7267,1
348,OVS5852,1289,9660,1
349,OCS4809,3444,967,1
350,OAI8449,2322,8902,1
351,PPN1169,9666,833,1
352,PJS0919,6050,6869,1
353,OMP5129,2434,2172,3
354,OQI9151,6775,7722,1
355,BIS2343,2556,2528,1
356,MDY8551,8310,2494,3
357,NTU0004,9711,2269,1
358,ODC7246,8310,2494,1
359,BRN0756,2556,2528,1
360,JOU3537,4082,6528,1
361,NFY5263,4944,9278,1
362,OQD6691,3500,6325,3
363,HDU2775,7938,8810,1
364,POZ6441,8310,2494,1
365,OGI3501,1412,9134,1
366,HKY3622,8053,4258,1
367,OJZ5692,6775,7722,1
368,ODI7329,8310,2494,1
369,HDR6849,6050,6869,1
370,PRN0070,3522,1867,1
371,OCT0164,7361,6353,1
372,HTV5449,2322,8902,1
373,OWR8268,8653,2233,1
374,OFH6464,6794,1377,1
375,FMO8228,3720,2859,1
376,FOE4080,0,0,1
377,OCI8619,9388,472,1
378,LQR2885,6775,7722,1
379,NNQ7383,8112,2056,1
380,OEB8525,9422,5310,1
381,OGS7926,1010,9237,1
382,BRO4061,4111,0,1
383,NMO8360,1010,9237,1
384,OEC9029,6775,7722,1
385,BSN9298,2324,8727,1
386,PRM0541,1708,1402,1
387,BZM3427,2324,8727,1
388,NJN4139,5825,9794,1
389,LEI2100,5328,2522,1
390,HWU2606,3976,6305,2
391,PGM0117,5472,7792,1
392,OOD5001,9422,5310,1
393,ENQ1010,7944,8369,1
394,IYV2228,7210,1962,1
395,OEG3493,0,6194,1
396,OFH6464,1289,9660,1
397,ODM0614,3944,7554,1
398,HOY6982,7944,9952,1
399,OLS2179,6782,800,2
400,ELR5106,2434,2172,1
401,BOO4240,6794,1377,1
402,HKY3622,1708,1402,1
403,LPS0296,3538,70,1
404,HIW8855,764,6804,1
405,LGS8000,1000,1194,1
406,ICO6303,3476,8839,1
407,BIG1493,9994,982,1
408,ODC5333,2833,1278,1
409,NVU1753,2403,9277,1
410,OHC4584,53,5909,1
411,OVS3680,7944,9952,1
412,HDR2398,6967,855,1
413,PFD8570,3638,8261,1
414,BOK0701,0,6194,1
415,OCS2358,2322,8902,2
416,POZ6441,1000,833,2
417,HYV0011,8053,4258,1
418,HRP2869,8412,89,1
419,NGD9824,6364,7267,1
420,OAZ2611,5556,9333,1
421,ODC4713,4042,2203,1
422,PDM4462,7210,1962,1
423,IXH5272,8188,8761,1
424,OIK7337,7812,6182,1
425,PDQ6062,8444,528,1
426,KDY1152,6364,7267,1
427,NMU9248,3344,8755,1
428,PAM0187,6794,1377,1
429,HZY5632,6775,7722,1
430,ORR2039,8444,528,1
431,NUB0145,8666,3860,1
432,LCL3816,2403,9277,2
433,HDY7484,6072,9488,1
434,OOI6394,3596,4244,1
435,NCV9177,8053,4258,1
436,PHM0685,4082,6528,1
437,OZW3176,5303,7658,1
438,OXR2674,3553,9819,1
439,MSY8569,3553,9819,1
440,PMM9432,5500,4917,1
441,IFN4411,0,6194,1
442,HBM6464,4738,6727,1
443,ORR2164,7260,9133,1
444,NJQ5231,5466,1020,1
445,OJS3648,7944,8369,1
446,OGC5831,1638,6794,1
447,OEI5891,9711,2269,1
448,BLL5141,2322,8902,1
449,HBY1105,2850,4686,1
450,OWR8268,9711,2269,1
451,ORG3841,5494,8746,1
452,ABS0707,5010,8083,1
453,HOU5322,5010,8083,1
454,OSS4843,4608,1990,1
455,NOO7535,7861,283,1
456,OMS3145,4316,706,1
457,BIO4968,7260,9133,1
458,PSM0626,9222,1778,1
459,AOO6950,312,1961,1
460,IVJ7031,944,1277,1
461,NVU1753,8653,2233,2
462,PJM5681,4400,5106,1
463,KVX1211,7833,7444,1
464,NDM8711,9612,8692,1
465,OSR6440,7361,6353,1
466,NDU5748,3596,4244,1
467,BIS5263,1000,833,1
468,IGM4092,3772,6303,1
469,PAM0187,1289,9660,1
470,PIW2311,6072,9488,1
471,EIM3916,5556,9333,1
472,PHM7967,1412,9134,1
473,AYC8432,3344,8755,1
474,KQJ5683,9612,8692,1
475,BSO6388,7556,4971,1
476,HHW5394,472,5552,1
477,OYR5750,4117,2929,1
478,OAZ3657,7134,4709,1
479,ONR0131,3500,6325,1
480,NTU0004,5222,3444,1
481,NID5468,5472,7792,1
482,GVR5956,2434,2172,1
483,OUB9574,2322,8902,1
484,NOO3164,8666,3860,1
485,ORF0008,8112,2056,1
486,POV7976,2557,2056,1
487,IFM6731,2964,3758,1
488,NFY4587,2556,2528,1
489,IZQ6254,2672,342,1
490,OII1346,6072,9488,1
491,NKS5786,2486,1840,1
492,OII2238,1289,9660,1
493,AAA1111,8112,2056,1
494,HKY3622,6364,7267,1
495,PUM1659,2556,2528,1
496,OOD4488,7723,5667,2
497,IMQ1123,5222,3444,1
498,ODT2896,4400,5106,1
499,OIR9309,8310,2494,1
500,PGM6079,9222,1778,1
501,OPI0989,1010,9237,1
502,OII2238,6794,1377,1
503,IDI7360,2403,9277,2
504,OMT2073,2422,8622,1
505,ICM2716,2403,9277,1
506,OYH5787,9422,5310,1
507,OCC8648,5010,8083,1
508,HUY1412,4400,5106,2
509,JIP0331,2964,3758,1
510,HCY0608,3444,967,1
511,PVM2099,7723,5667,1
512,BPI4283,6775,7722,1
513,BRR0585,2403,9277,1
514,NSO5422,6072,9488,1
515,OGL0006,2256,9146,1
516,LBC0437,2556,2528,1
517,ACC1148,5613,8278,1
518,HZT9310,4944,9278,1
519,OCI8619,3522,1867,1
520,BFO6322,7260,9133,1
521,ODI8137,9422,5310,1
522,LDN4712,5500,4917,1
523,OAG6713,1308,9661,1
524,GIT5325,6842,4782,1
525,HWW1754,5825,9794,1
526,HWU3469,7428,4378,1
527,JQF4141,7260,9133,1
528,OBL7149,1000,8542,1
529,HVV5625,6050,6869,1
530,MSY7864,1708,1402,1
531,NIQ0175,4361,2544,1
532,PTM8055,2324,8727,1
533,KND5773,2557,2056,1
534,PSY5723,8711,2753,1
535,OCI8215,224,9684,1
536,OTR6379,3944,7554,1
537,NQD7943,7134,4709,1
538,AEK9198,4332,2860,1
539,OPI0989,3964,8994,1
540,HKX3062,1289,9660,1
541,OGD2050,4042,2203,4
542,BSM5908,9612,8692,1
543,HPV4596,7812,6182,1
544,OPG8491,6050,6869,1
545,OGM0718,5613,8278,1
546,OEC2253,5472,7792,1
547,NBC1175,9222,5020,1
548,OZH9939,7210,1962,1
549,OAI5276,6842,4782,1
550,HIY0107,3538,70,1
551,EII1747,9711,2269,1
552,NPU1191,6967,855,1
553,OOR9181,1024,3153,1
554,OMP5129,9222,1778,2
555,HCM3527,2634,9246,1
556,OIF0917,8653,2233,1
557,IKX2942,4332,2860,1
558,NNQ3364,461,4253,1
559,HDY9108,9422,5310,1
560,IYT4777,8444,528,1
561,PRE3670,2964,3758,1
562,OTF9140,7260,9133,2
563,ORR2039,2422,8622,1
564,NIY8401,4944,9278,1
565,NDQ2200,3720,2859,1
566,ITM8519,53,5909,1
567,PMH0613,5500,4917,1
568,IYM2091,2964,3758,1
569,ADP4038,1412,9134,1
570,PEO6882,8444,528,1
571,OFT3055,3344,8755,1
572,NVU1207,5610,8083,2
573,OLS2179,3444,967,1
574,OME2316,6842,4782,1
575,BBO6662,6782,800,1
576,OKI1873,5666,5667,1
577,NCY8839,1382,4248,1
578,OLS2179,8666,3860,3
579,ODC5178,8412,89,1
580,NNQ3364,472,5552,1
581,ONT7858,132,5022,1
582,IDN5824,3944,7554,1
583,JOS3839,8310,2494,1
584,PDM5549,5222,3444,3
585,OKG8301,5222,3444,1
586,PDC0962,4944,9278,1
587,OSS4843,8653,2233,1
588,HKX3062,8412,89,1
589,HFY7671,5466,1020,1
590,HUI3377,4944,9278,1
591,JYI8108,7428,4378,1
592,BOO8822,5303,7658,1
593,AFI5636,5825,9794,1
594,OKW1259,472,5552,1
595,PFH7747,9711,2269,1
596,OYR0540,3861,7458,1
597,OII2238,4880,550,1
598,PFM7678,3976,6305,1
599,AOO6950,3522,1867,2
600,HYW2641,4316,3639,1
601,AIM9860,2322,8902,1
602,OIR2387,3861,7458,1
603,ODI0879,6842,4782,1
604,MXU5333,1444,4721,1
605,ODR0164,1010,9237,1
606,NCR5834,2850,4686,1
607,NNU9298,7556,4971,1
608,IXU7821,1000,833,1
609,PZW9507,2422,8622,1
610,JQP8057,5303,7658,1
611,MER9764,9422,5310,1
612,NAN2190,2556,2528,1
613,AQI0011,4361,2544,1
614,PHI1857,388,3833,1
615,PTM8055,8310,2494,1
616,AOO6950,764,6804,1
617,HIU1127,3964,8994,1
618,PEN5180,2556,2528,1
619,ORG3841,9711,2269,1
620,PID8364,4361,2544,1
621,MGU8686,7260,9133,1
622,OLI4102,5666,5667,1
623,OIS6358,4082,6528,1
624,IVL9694,8112,2056,1
625,PCW9154,1708,1402,1
626,APQ1972,2403,9277,1
627,NDQ1486,5472,7792,1
628,OSR1909,4042,2203,1
629,OZH9939,6775,7722,1
630,OAD9499,9422,5310,1
631,HMX6866,3500,6325,1
632,ODC7498,5472,7792,1
633,NVU1753,7260,9133,1
634,PEM7943,4738,6727,1
635,MVD8293,7723,5667,1
636,HHW1423,6364,7267,1
637,HZY2007,4400,5106,1
638,HDQ7936,3861,7458,1
639,OMC1769,4738,6727,1
640,OCL7995,1708,1402,1
641,BIS4273,53,5909,1
642,OBA6088,6967,855,1
643,OXG1071,6072,9488,1
644,BGG9918,1308,9661,1
645,OQC1819,5466,1020,1
646,ODR4342,4608,1990,1
647,OJC1038,7944,8369,1
648,OEE8010,6775,7722,1
649,FCL8000,2434,2172,1
650,OXS2240,2672,342,1
651,HKY3622,4400,5106,1
652,ILO0564,6333,6028,1
653,HDX3872,5500,4917,1
654,PHN1903,6050,6869,1
655,OAT5979,7260,9133,1
656,PXM9609,2850,4686,1
657,OAJ6910,7272,1070,1
658,OJD9136,2422,8622,1
659,KCP1009,2633,875,1
660,ONR9050,5303,7658,1
661,NOJ2930,5610,8083,1
662,HDQ6095,2422,8622,1
663,PHM7298,9222,1778,1
664,NFW0873,8653,2233,1
665,OFL5466,1000,833,1
666,ODJ4465,1708,1402,1
667,HWV1639,3538,70,1
668,OMS3145,6782,800,1
669,NXT7184,4117,2929,1
670,HGW4641,1412,9134,1
671,OUM6024,1308,9661,1
672,NSQ1306,7134,4709,1
673,PIW9465,2256,9146,1
674,OTP7654,2403,9277,1
675,IKM7590,2403,9277,1
676,LYL2761,2486,1840,1
677,MDY3394,1024,3153,1
678,GQU4742,472,5552,1
679,ODR2724,7944,8369,1
680,IZG0382,2850,4686,1
681,MZY3848,7428,4378,1
682,NNQ0782,1688,7419,1
683,NQO7323,312,1961,3
684,OCL7995,3088,6052,1
685,BGG9896,9994,982,1
686,JOU3537,1638,6794,1
687,EMZ3263,8444,528,1
688,HAV4473,6794,1377,1
689,OMI2441,9222,1778,1
690,OQC7001,4361,2544,1
691,LHM8846,1382,4248,1
692,HCW2650,764,6804,1
693,PDN8412,2634,9246,1
694,OQC1389,1772,1190,1
695,OKI0959,9222,5020,1
696,OSQ4265,9422,5310,1
697,HCY0608,1010,9237,1
698,OMS3145,9222,1778,2
699,ODM6050,2556,2528,1
700,PHN1903,7260,9133,1
701,JII3245,6072,9488,1
702,JUR1463,7260,9133,1
703,OIF7496,1000,833,1
704,NQQ1121,9994,982,1
705,PDM2245,1184,2142,1
706,JHQ1247,3596,4244,1
707,OQR9123,388,3833,1
708,ONQ4333,5303,7658,1
709,HJV5548,5825,9794,1
710,OHM9673,8112,2056,2
711,PVM2099,1113,8750,1
712,HDY1104,6782,800,1
713,OHT3250,4944,9278,1
714,HRE1418,5466,1020,1
715,ONF4608,5556,9333,1
716,HKV4840,5328,2522,1
717,GGY0018,9222,5020,1
718,HSY9932,7210,1962,1
719,OQC9918,5332,4583,1
720,ONF4608,1000,833,1
721,HNY9829,1708,1402,2
722,PAM7319,5328,2522,1
723,HUY1412,2634,9246,1
724,NLQ1105,1772,1190,1
725,MIV4656,1278,569,1
726,HPV1118,9666,833,1
727,MVD8293,388,3833,1
728,OTS1324,4608,1990,1
729,KIK1248,9266,2925,1
730,NMU8834,6364,7267,1
731,BGL1688,8053,4258,1
732,PSN6821,4042,2203,1
733,OPC4163,4042,2203,1
734,IYM8309,2422,8622,1
735,NQO7323,1528,50,2
736,NYA3268,6050,6869,1
737,NDM8711,2967,3581,1
738,JDT6620,4853,8470,1
739,OXC5516,2850,4686,1
740,PID8364,5825,9794,1
741,OEC8604,4853,8470,1
742,BMI1300,7428,4378,1
743,OHM9673,224,9684,2
744,GAL0516,4042,2203,1
745,HDU2621,7723,5667,1
746,OFL7137,4853,5475,1
747,LEC6579,2557,2056,1
748,KKY4615,1382,4248,1
749,HOU2084,2556,2528,2
750,KBM9680,7723,5667,1
751,BOX8304,5500,4917,1
752,PMS6620,0,0,1
753,HER3764,4316,3639,1
754,OFI7146,1289,9660,1
755,NNQ1754,5466,1020,1
756,NBV6344,6967,855,1
757,NQO7323,6972,6478,2
758,IZG0382,9422,5310,1
759,IXN3406,2850,4686,1
760,POZ0646,6972,6478,1
761,OUW4021,9666,833,1
762,LZB7037,2634,9246,1
763,HHW4928,9654,4859,1
764,PYW5884,9222,5020,1
765,NSQ1797,9612,8692,1
766,PON7460,3596,4244,1
767,ISM1844,5472,7792,1
768,PAD7293,2967,3581,1
769,ODC2899,7723,5667,2
770,LNA0631,764,6804,1
771,OUU0715,7262,8878,1
772,HOO1857,4316,3639,1
773,LBC1215,5303,7658,1
774,IWJ7411,944,1277,1
775,JPR7134,9222,1778,1
776,OAE5092,7944,8369,1
